freqs,amp_real,amp_imag,hot_real,hot_imag,cold_real,cold_imag,sa_hot_0,sa_hot_1,sa_hot_2,sa_hot_3,sa_hot_4,sa_cold_0,sa_cold_1,sa_cold_2,sa_cold_3,sa_cold_4,dut_hot_0,dut_hot_1,dut_hot_2,dut_hot_3,dut_hot_4,dut_cold_0,dut_cold_1,dut_cold_2,dut_cold_3,dut_cold_4
620000000.0,-0.4386745856949126,-0.09010058009140448,-0.007051984607726189,0.00772426489049199,-0.00042544997640057974,0.008143340456736913,-99.95117188,-99.93164062,-99.89257812,-99.8828125,-99.90722656,-101.5380859,-101.5673828,-101.5332031,-101.5722656,-101.5576172,-67.01171875,-67.09960938,-67.04101562,-67.04589844,-67.00683594,-72.00195312,-72.02636719,-72.01660156,-72.04101562,-72.01171875
622000000.0,-0.43476968017829437,-0.08114787117821631,-0.007006900968154783,0.007708079999528021,-0.0012822670184091888,0.00789055319175433,-99.91210938,-99.95117188,-99.93652344,-99.94628906,-99.96582031,-101.5869141,-101.5576172,-101.5820312,-101.5820312,-101.5869141,-66.98242188,-67.02636719,-66.9921875,-67.00195312,-66.9921875,-72.02148438,-71.98730469,-71.9921875,-71.97265625,-71.97753906
624000000.0,-0.4309192606789602,-0.07133520744283997,-0.00696401104092565,0.007692053553934,-0.0021592921579901623,0.007777273574591105,-99.90722656,-99.93652344,-99.93164062,-99.921875,-99.91210938,-101.5332031,-101.5185547,-101.5625,-101.5380859,-101.5820312,-66.94824219,-66.94335938,-66.94824219,-66.953125,-66.94824219,-71.94824219,-71.96777344,-71.94824219,-71.95800781,-71.88964844
626000000.0,-0.42660552239123256,-0.06229432861741403,-0.006914709556572703,0.007672714537836163,-0.003035868185261454,0.007800160182321034,-99.95117188,-99.94140625,-99.95605469,-99.97558594,-99.96582031,-101.5576172,-101.6162109,-101.5527344,-101.6015625,-101.5771484,-66.9140625,-66.95800781,-66.91894531,-66.92382812,-66.92871094,-71.90429688,-71.88476562,-71.90917969,-71.92382812,-71.90917969
628000000.0,-0.42238026624194785,-0.0528391145957965,-0.0068691707166372,0.007658082316746347,-0.0038911527445986823,0.00796487043888598,-99.95117188,-99.921875,-99.98535156,-99.97070312,-99.9609375,-101.5527344,-101.5820312,-101.5869141,-101.5576172,-101.5966797,-66.90429688,-66.86035156,-66.875,-66.88476562,-66.86523438,-71.91894531,-71.89941406,-71.90429688,-71.90429688,-71.89941406
630000000.0,-0.4174741884888745,-0.04475580932698545,-0.006814369023530754,0.007637320935109077,-0.004711767299918093,0.008261264087234111,-99.91210938,-99.921875,-99.96582031,-99.92675781,-99.90234375,-101.5429688,-101.5673828,-101.5478516,-101.5673828,-101.5771484,-66.86035156,-66.84570312,-66.86523438,-66.84570312,-66.83105469,-71.86035156,-71.87988281,-71.85058594,-71.85546875,-71.86035156
632000000.0,-0.4132771469781508,-0.03558810103706005,-0.006772529336744736,0.007620351440348973,-0.005482840997594751,0.0086893569783846,-99.94140625,-99.93652344,-99.94628906,-99.96582031,-99.97070312,-101.5869141,-101.5820312,-101.5527344,-101.5576172,-101.5869141,-66.80664062,-66.83105469,-66.81640625,-66.77734375,-66.77734375,-71.80175781,-71.83105469,-71.82128906,-71.86035156,-71.78710938
634000000.0,-0.408318615702835,-0.027052993860675764,-0.006724654842573877,0.007600256903994047,-0.006183370864671696,0.009236026764832398,-99.93652344,-99.921875,-99.89257812,-99.94140625,-99.95605469,-101.5722656,-101.5429688,-101.5185547,-101.5527344,-101.5039062,-66.80664062,-66.76269531,-66.78222656,-66.796875,-66.74804688,-71.80664062,-71.80175781,-71.77734375,-71.796875,-71.77246094
636000000.0,-0.4030607719200539,-0.01797038209185322,-0.006672303581854277,0.007587519887491259,-0.006798571023575018,0.009900945776969537,-99.91699219,-99.91210938,-99.91210938,-99.92675781,-99.93652344,-101.5429688,-101.5625,-101.5673828,-101.5625,-101.5478516,-66.7578125,-66.72363281,-66.76269531,-66.75292969,-66.76757812,-71.77246094,-71.76757812,-71.74804688,-71.75292969,-71.77734375
638000000.0,-0.39787723900892624,-0.010252632684493066,-0.00662266882497139,0.007563212973066197,-0.007320657801234696,0.01066603767342365,-99.89746094,-99.91210938,-99.91699219,-99.91699219,-99.90722656,-101.5136719,-101.5332031,-101.5087891,-101.5332031,-101.5478516,-66.72363281,-66.72851562,-66.71875,-66.70898438,-66.72363281,-71.73828125,-71.77246094,-71.76269531,-71.75292969,-71.75292969
640000000.0,-0.39258028626306024,-0.0015379670649564268,-0.00656767121416124,0.007485569508549472,-0.007722303387148601,0.01151231426998354,-99.89257812,-99.92675781,-99.91210938,-99.93652344,-99.93164062,-101.5039062,-101.5332031,-101.5234375,-101.5087891,-101.5136719,-66.71386719,-66.68457031,-66.66992188,-66.69433594,-66.68945312,-71.69921875,-71.69921875,-71.71875,-71.71386719,-71.7578125
642000000.0,-0.3870508444649489,0.00632583162400967,-0.006534765348788257,0.007417939705595969,-0.008003396900266357,0.012443213447501262,-99.92675781,-99.95605469,-99.93164062,-99.94628906,-99.94140625,-101.5527344,-101.5673828,-101.5380859,-101.5332031,-101.5332031,-66.67480469,-66.66503906,-66.70410156,-66.66503906,-66.66503906,-71.70898438,-71.68457031,-71.66015625,-71.70410156,-71.66503906
644000000.0,-0.38051738664635915,0.014752157636404955,-0.006496874428016872,0.0074080672195170755,-0.008160154009922746,0.013422330426161458,-99.91210938,-99.921875,-99.91210938,-99.87304688,-99.95117188,-101.5234375,-101.5087891,-101.5283203,-101.5185547,-101.5087891,-66.63574219,-66.62597656,-66.65527344,-66.640625,-66.640625,-71.6796875,-71.66015625,-71.69433594,-71.66015625,-71.63085938
646000000.0,-0.37524781448473,0.022480621930206016,-0.006436115414316171,0.007452605495068697,-0.008163479713987157,0.014453394412763054,-99.93164062,-99.94140625,-99.89746094,-99.93652344,-99.96582031,-101.5283203,-101.5625,-101.5673828,-101.5283203,-101.5332031,-66.62109375,-66.63085938,-66.6015625,-66.61132812,-66.64550781,-71.64550781,-71.66503906,-71.66015625,-71.66015625,-71.65039062
